omim,title,prevalence,onset_age,disease_def,synonym
619124,Orphanet: Non specific early onset epileptic encephalopathy,Unknown,"Neonatal,Infancy","A rare infantile epilepsy syndrome characterized by early onset of seizures of variable type and severity, potentially associated with a spectrum of clinical signs and symptoms including delay or lack of psychomotor development, intellectual disability, poor or absent speech development, behavioral abnormalities, hypotonia, movement disorders, spasticity, microcephaly, and dysmorphic facial features, among others. Brain imaging findings are also variable and may include cerebral atrophy or white matter abnormalities.","Non-specific EOEE,Undetermined EOEE,Undetermined early-onset epileptic encephalopathy"
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
618948,Orphanet: Heterotaxia,1-9 / 100 000,"Infancy,Neonatal","Heterotaxia (coming from the Greek 'heteros' meaning different and 'taxis' meaning arrangement) is the right/left transposition of thoracic and/or abdominal organs. It encompasses a wide variety of disorders since there are multiple possibilities of right/left reversals, which may be complete (","Heterotaxy syndrome,Lateralization defect,Visceral heterotaxy"
618940,Orphanet: Oculopharyngodistal myopathy,-,-,"A rare, genetic neuromuscular disease characterized by progressive external ocular, facial and pharyngeal muscle weakness, leading to variable degrees of ptosis, ophthalmoparesis, facial muscle atrophy, dysarthria and dysphagia, as well as distal muscle weakness and atrophy of lower and upper extremities. Respiratory muscle involvement is common, but sensorineural hearing loss, asymmetrical extremity weakness and severe proximal weakness are rare.","OPDM,Oculopharyngeal distal myopathy"
618939,Orphanet: Treacher Collins syndrome,1-9 / 100 000,Neonatal,"A rare genetic mandibulofacial dysostosis characterized by bilateral symmetrical oto-mandibular dysplasia including underdeveloped cheekbones (malar hypoplasia), a very small low jaw (micrognathia) and downward-slanting palpebral fissures, coloboma of the lower eyelids, microtia, hearing loss and without abnormalities of the extremities. Intelligence is normal.","Franceschetti-Klein syndrome,Mandibulofacial dysostosis without limb anomalies"
618935,Orphanet: Chronic granulomatous disease,1-9 / 1 000 000,"Infancy,Childhood,Adolescent,Adult","A rare primary immunodeficiency, mainly affecting phagocytes, which is characterized by an increased susceptibility to severe and recurrent bacterial and fungal infections, along with the development of granulomas.","CGD,Chronic septic granulomatosis"
619320,Orphanet: Non specific syndromic intellectual disability,Unknown,"Infancy,Childhood","A rare genetic intellectual disability characterized by the association of intellectual disability with variable other anomalies in the absence of a well-characterized syndrome. Associated abnormalities may include facial dysmorphism, neurological signs and symptoms, behavioral problems, and abnormalities of various other organ systems.",Complex neurodevelopmental disorder
618920,"Orphanet: Familial isolated arrhythmogenic ventricular dysplasia, right dominant form",-,-,,
618918,Orphanet: Periventricular nodular heterotopia,Unknown,Childhood,"Periventricular nodular heterotopia (PNH) is a brain malformation, due to abnormal neuronal migration, in which a subset of neurons fails to migrate into the developing cerebral cortex and remains as nodules that line the ventricular surface. Classical PNH is a rare X-linked dominant disorder far more frequent in females who present normal intelligence to borderline intellectual deficit, epilepsy of variable severity and extra-central nervous system signs, especially cardiovascular defects or coagulopathy. The disorder is generally associated with prenatal lethality in males.",PVNH
619124,Orphanet: Non specific early onset epileptic encephalopathy,Unknown,"Neonatal,Infancy","A rare infantile epilepsy syndrome characterized by early onset of seizures of variable type and severity, potentially associated with a spectrum of clinical signs and symptoms including delay or lack of psychomotor development, intellectual disability, poor or absent speech development, behavioral abnormalities, hypotonia, movement disorders, spasticity, microcephaly, and dysmorphic facial features, among others. Brain imaging findings are also variable and may include cerebral atrophy or white matter abnormalities.","Non-specific EOEE,Undetermined EOEE,Undetermined early-onset epileptic encephalopathy"
619274,Orphanet: Autosomal dominant non syndromic sensorineural deafness type DFNA,Unknown,Childhood,,
619320,Orphanet: Non specific syndromic intellectual disability,Unknown,"Infancy,Childhood","A rare genetic intellectual disability characterized by the association of intellectual disability with variable other anomalies in the absence of a well-characterized syndrome. Associated abnormalities may include facial dysmorphism, neurological signs and symptoms, behavioral problems, and abnormalities of various other organ systems.",Complex neurodevelopmental disorder
618913,Orphanet: Primary Fanconi renotubular syndrome,Unknown,"Infancy,Childhood","A rare generalized, genetic disorder of proximal tubular transport characterized by excessive urine output with loss of low molecular weight solutes (amino acids, glucose, low-molecular weight proteins, organic acids, carnitine, calcium, phosphate, potassium, bicarbonate) and water, and which can be life threatening.","DeToni-Debré-Fanconi syndrome,Primary Fanconi renal syndrome"
619124,Orphanet: Non specific early onset epileptic encephalopathy,Unknown,"Neonatal,Infancy","A rare infantile epilepsy syndrome characterized by early onset of seizures of variable type and severity, potentially associated with a spectrum of clinical signs and symptoms including delay or lack of psychomotor development, intellectual disability, poor or absent speech development, behavioral abnormalities, hypotonia, movement disorders, spasticity, microcephaly, and dysmorphic facial features, among others. Brain imaging findings are also variable and may include cerebral atrophy or white matter abnormalities.","Non-specific EOEE,Undetermined EOEE,Undetermined early-onset epileptic encephalopathy"
618908,Orphanet: Silver Russell syndrome due to a point mutation,&lt;1 / 1 000 000,"Antenatal,Neonatal",,
618908,Orphanet: Silver Russell syndrome due to a point mutation,&lt;1 / 1 000 000,"Antenatal,Neonatal",,
619320,Orphanet: Non specific syndromic intellectual disability,Unknown,"Infancy,Childhood","A rare genetic intellectual disability characterized by the association of intellectual disability with variable other anomalies in the absence of a well-characterized syndrome. Associated abnormalities may include facial dysmorphism, neurological signs and symptoms, behavioral problems, and abnormalities of various other organ systems.",Complex neurodevelopmental disorder
618883,Orphanet: Familial isolated hyperparathyroidism,Unknown,Adult,"A rare, hereditary, familial primary hyperparathyroidism disease characterized by primary hyperparathyroidism due to single or multiple parathyroid tumors in at least two first-degree relatives in the absence of evidence of other endocrine disorders, tumors and/or systemic manifestations.",FIHPT
618882,Orphanet: Imerslund GrÃ¤sbeck syndrome,Unknown,Childhood,"Imerslund-Grasbeck syndrome (IGS) or selective vitamin B12 (cobalamin) malabsorption with proteinuria is a rare autosomal recessive disorder characterized by vitamin B12 deficiency commonly resulting in megaloblastic anemia, which is responsive to parenteral vitamin B12 therapy and appears in childhood.","Familial megaloblastic anemia,Selective cobalamin malabsorption with proteinuria"
618881,Orphanet: Galactose mutarotase deficiency,Unknown,"Neonatal,Infancy","A rare disorder of galactose metabolism characterized by persistent congenital galactosemia due to deficiency of the enzyme galactose mutarotase. Patients may present bilateral cataract, while gastrointestinal symptoms or severe liver dysfunction are absent. The natural history of the disease is unknown. Severe complications, such as neurological symptoms, have not been reported under early treatment with a galactose-restricted diet.","GALM deficiency,Galactosemia type 4"
618874,Orphanet: 17q11.2 microduplication syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal",17q11.2 microduplication syndrome is characterized by dysmorphic features and intellectual deficit.,"Dup(17)(q11.2),Grisart-Destrée syndrome,Trisomy 17q11.2"
618858,Orphanet: Isolated permanent neonatal diabetes mellitus,1-9 / 1 000 000,"Antenatal,Neonatal,Infancy","Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM, see this term) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment.","Isolated PNDM,Monogenic diabetes of infancy"
618858,Orphanet: Isolated permanent neonatal diabetes mellitus,1-9 / 1 000 000,"Antenatal,Neonatal,Infancy","Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM, see this term) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment.","Isolated PNDM,Monogenic diabetes of infancy"
618858,Orphanet: Isolated permanent neonatal diabetes mellitus,1-9 / 1 000 000,"Antenatal,Neonatal,Infancy","Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM, see this term) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment.","Isolated PNDM,Monogenic diabetes of infancy"
618855,Orphanet: FASTKD2 related infantile mitochondrial encephalomyopathy,&lt;1 / 1 000 000,"Infancy,Neonatal,Adolescent","FASTKD2-related infantile mitochondrial encephalomyopathy is a rare, genetic, mitochondrial oxidative phosphorylation disorder characterized by infantile-onset encephalomyopathy presenting with developmental delay, slowly progressive hemiplegia, intractable epileptic seizures and asymmetrical brain atrophy with dilatation of the ipsilateral ventricle system. Additional features include optic atrophy, mildly increased plasma and/or CSF lactate and decreased cytochrome c oxidase acitivity in skeletal muscle biopsy.",
